PINCODE
NA
NA
NA
NA
638501
625016
642201
601204
638215
`
NA
624613
NA
NA
638215
642203
<NA>
623704
<NA>
NA
NA
NA
<NA>
NA
NA
NA
NA
NA
NA
NA
NA
638215
NA
NA
641041
642122
638501
NA
NA
NA
638151
<NA>
NA
NA
NA
NA
NA
NA
<NA>
625016
641025
642107
642107
641025
642206
638501
<NA>
642205
NA
642205
642205
642205
642205
<NA>
642122
642205
642205
<NA>
642122
NA
NA
NA
642206
642206
641671
<NA>
642206
<NA>
642206
642206
642206
NA
NA
<NA>
627951
NA
NA
NA
NA
NA
627852
<NA>
<NA>
NA
NA
<NA>
NA
NA
NA
NA
641041
641666
NA
<NA>
NA
NA
638501
NA
NA
<NA>
<NA>
641671
<NA>
627951
<NA>
<NA>
NA
641664
NA
<NA>
678014
641664
NA
NA
NA
NA
NA
NA
641664
<NA>
642001
NA
641664
641664
641664
641664
NA
641664
641664
641664
NA
NA
NA
NA
NA
NA
NA
NA
641664
NA
641664
NA
NA
NA
NA
NA
NA
NA
641664
641664
641664
641664
641664
NA
641664
641664
NA
641664
641664
641664
NA
641664
641664
NA
641664
NA
641664
NA
642001
NA
642001
642109
NA
<NA>
624001
624617
624618
624001
624618
624001
624001
624618
624001
NA
624618
641671
624618
624001
624613
<NA>
NA
624001
NA
638215
642203
<NA>
NA
NA
NA
NA
638001
641671
NA
NA
NA
NA
638001
NA
NA
NA
NA
641671
NA
NA
NA
NA
641671
638001
638001
638001
638001
638001
638702
627130
631210
<NA>
NA
NA
NA
NA
631501
NA
NA
NA
NA
627809
<NA>
<NA>
NA
NA
NA
<NA>
642206
NA
<NA>
NA
NA
NA
<NA>
NA
NA
NA
NA
<NA>
NA
<NA>
<NA>
NA
<NA>
<NA>
<NA>
636202
641045
625531
625531
<NA>
625531
625531
625531
625531
625531
NA
625512
625517
<NA>
625531
625531
625531
625531
NA
625531
625531
625531
625531
625531
625531
625531
625531
625531
625531
625531
625520
625531
625531
625531
625531
625531
625531
625520
625531
625531
625531
625531
625531
625531
NA
625531
NA
625531
625528
625531
NA
NA
NA
NA
NA
NA
NA
NA
NA
628952
627111
627001
627951
NA
627854
627951
<NA>
627010
<NA>
<NA>
627811
627010
627109
NA
627116
NA
<NA>
<NA>
627109
NA
NA
NA
NA
NA
<NA>
624613
627111
<NA>
<NA>
NA
638215
642203
<NA>
623704
<NA>
NA
627114
<NA>
627951
627001
NA
NA
<NA>
<NA>
627111
627001
627001
627001
627010
627852
<NA>
629401
NA
627811
<NA>
NA
NA
627001
627111
627001
<NA>
<NA>
<NA>
<NA>
627860
NA
NA
627111
<NA>
NA
NA
<NA>
627951
NA
627860
<NA>
627854
627860
627001
627811
<NA>
<NA>
<NA>
NA
NA
627854
NA
NA
627111
NA
<NA>
627112
627859
<NA>
NA
NA
624613
627109
<NA>
<NA>
627861
<NA>
<NA>
NA
<NA>
627111
<NA>
NA
<NA>
<NA>
<NA>
<NA>
<NA>
<NA>
<NA>
<NA>
NA
<NA>
627951
NA
627859
627859
<NA>
NA
627860
627860
627109
641111
<NA>
<NA>
<NA>
NA
627951
628952
628952
<NA>
628952
NA
627111
<NA>
<NA>
<NA>
627010
627001
<NA>
627001
627001
627001
627001
<NA>
627130
NA
NA
627866
627866
627852
<NA>
<NA>
627001
627951
<NA>
NA
628952
NA
NA
<NA>
627001
627001
627852
627010
627951
NA
<NA>
<NA>
NA
<NA>
NA
627001
NA
<NA>
627010
<NA>
NA
NA
<NA>
<NA>
627001
<NA>
<NA>
628952
627811
NA
NA
627001
<NA>
NA
<NA>
627001
<NA>
NA
627001
627001
638702
627130
<NA>
627130
627111
<NA>
<NA>
<NA>
627859
627860
627111
<NA>
<NA>
<NA>
<NA>
627001
<NA>
NA
627001
<NA>
<NA>
<NA>
627111
NA
627111
627811
627109
NA
NA
<NA>
NA
627853
<NA>
627201
627201
<NA>
NA
NA
627951
627951
627951
627951
627951
627001
<NA>
627811
627811
<NA>
<NA>
627001
627811
627811
627951
NA
<NA>
627001
627001
<NA>
627001
<NA>
NA
NA
627109
627001
627811
NA
627811
<NA>
627001
NA
627756
627111
627001
627953
627001
627001
627001
<NA>
628952
627001
627104
627951
627001
627951
627811
627352
NA
NA
627130
627130
627811
627811
628952
<NA>
<NA>
628952
627201
<NA>
627001
627811
627951
<NA>
NA
627951
627811
<NA>
NA
627130
NA
NA
NA
<NA>
NA
NA
NA
NA
NA
627809
627756
627854
626607
<NA>
627858
NA
638656
627001
627001
627001
627109
641601
641601
<NA>
627001
<NA>
627756
641601
<NA>
642205
<NA>
638657
NA
NA
NA
624618
641601
NA
641601
641664
641664
641664
642206
638106
NA
625016
641601
638702
638656
638702
641601
638106
638656
638656
641601
642113
638656
641664
641601
641601
641601
642113
638703
641601
638656
642113
641601
641601
638656
NA
743606
